id,influencer_id,title,platform,url,thumbnail,published,year_start,year_end,era,places,tags,verified,notes
v151,damilee,The Colosseum Was Rome’s Ultimate Psychological Device,reel,https://www.youtube.com/watch?v=2OV-ygn7E34,https://i.ytimg.com/vi/2OV-ygn7E34/hqdefault.jpg,2026-08-12,80,404,Roman Empire,rome,rome;colosseum;power;architecture,yes,Span is the arena’s active life
v152,damilee,The Emperor Who Brought a Book to the Colosseum,reel,https://www.youtube.com/watch?v=CgbZ06Fzt2U,https://i.ytimg.com/vi/CgbZ06Fzt2U/hqdefault.jpg,2026-07-23,80,404,Roman Empire,rome,rome;colosseum;emperors;spectacle,yes,"The emperor is not named in the title, so the span is left as the arena’s active life"
v153,damilee,The Hidden Area Beneath the Colosseum,reel,https://www.youtube.com/watch?v=UwviOkOKL7Q,https://i.ytimg.com/vi/UwviOkOKL7Q/hqdefault.jpg,2026-08-07,81,404,Roman Empire,rome,rome;colosseum;hypogeum;engineering,yes,The hypogeum was added under Domitian
v154,toldinstone,Djemila: Rome's Most Beautiful City,youtube,https://www.youtube.com/watch?v=ZXL5mObibdc,https://i.ytimg.com/vi/ZXL5mObibdc/hqdefault.jpg,2026-04-18,96,500,Roman North Africa,djemila,rome;urbanism;north-africa,yes,
v155,inrap,La mosaïque de Penthée - Éclats d'archéo #6 (Version LSF),youtube,https://www.youtube.com/watch?v=-LYZ8qSZ3nQ,https://i.ytimg.com/vi/-LYZ8qSZ3nQ/hqdefault.jpg,2026-06-29,100,300,Roman Gaul,nimes,rome;mosaic;france,yes,Version LSF (langue des signes française) of the site film
v156,passe-sauvage,Qui a vraiment construit les pyramides du Mexique ?,youtube,https://www.youtube.com/watch?v=Ei_ThhURhzQ,https://i.ytimg.com/vi/Ei_ThhURhzQ/hqdefault.jpg,2025-12-10,100,650,Classic Mesoamerica,teotihuacan,mesoamerica;debunking;pyramids,yes,
v157,einfach-antike,Die Schlacht am Harzhorn – 200 Jahre nach Varus – Das Imperium schlägt zurück? – Einfach Antike,youtube,https://www.youtube.com/watch?v=ue6yopl3q1s,https://i.ytimg.com/vi/ue6yopl3q1s/hqdefault.jpg,2026-08-23,235,235,Roman Germania,harzhorn,rome;battle;germania,yes,
v158,inrap,Le vase diatrète d'Autun - Éclats d'archéo #10 (Version LSF),youtube,https://www.youtube.com/watch?v=tnxb1ajCQXA,https://i.ytimg.com/vi/tnxb1ajCQXA/hqdefault.jpg,2026-06-29,300,400,Late Roman Gaul,autun,rome;glass;france,yes,Version LSF (langue des signes française) of the site film
v159,metatron,Ancient Pictish Metallurgy is FASCINATING,youtube,https://www.youtube.com/watch?v=-rYhRwsydfg,https://i.ytimg.com/vi/-rYhRwsydfg/hqdefault.jpg,2026-05-06,300,900,Pictish period,burghead,early-medieval;metallurgy;scotland,yes,
v160,premodernist,What people get wrong about the Council of Nicaea,youtube,https://www.youtube.com/watch?v=vNQfUv1nnLM,https://i.ytimg.com/vi/vNQfUv1nnLM/hqdefault.jpg,2025-06-12,325,325,Late Antiquity,nicaea,late-antiquity;christianity;council,yes,
v161,toldinstone,Istanbul's Hidden Byzantine Ruins,youtube,https://www.youtube.com/watch?v=hp3rkKHWwEc,https://i.ytimg.com/vi/hp3rkKHWwEc/hqdefault.jpg,2026-08-15,330,1453,Byzantine Constantinople,constantinople,byzantine;urbanism;ruins,yes,
v162,mrwissen2go-geschichte,Byzanz – Das vergessene Römische Reich,youtube,https://www.youtube.com/watch?v=E-r2Ay3t1EE,https://i.ytimg.com/vi/E-r2Ay3t1EE/hqdefault.jpg,2026-03-05,330,1453,Byzantine Empire,constantinople,byzantine;empire;rome,yes,
v163,terra-x-history,Hypatia von Alexandria | Terra X,reel,https://www.youtube.com/watch?v=tqCxHiZBfSE,https://i.ytimg.com/vi/tqCxHiZBfSE/hqdefault.jpg,2026-07-24,350,415,Late Antiquity,alexandria,late-antiquity;science;women,yes,
v164,time-team-classics,"Bodies in the Dunes (Full Episode) | S15 EP3 | Time Team (Allasdale, Barra, Western Isles)",youtube,https://www.youtube.com/watch?v=iEC6zEFiJEo,https://i.ytimg.com/vi/iEC6zEFiJEo/hqdefault.jpg,2026-08-16,400,1100,Late Iron Age to Norse Hebrides,allasdale-barra,burial;norse;scotland,yes,Span editorial
v165,history-time,The Forgotten Origins Of Medieval Britain - History Documentary,youtube,https://www.youtube.com/watch?v=9pHLN4tah5w,https://i.ytimg.com/vi/9pHLN4tah5w/hqdefault.jpg,2025-11-19,410,800,Post-Roman Britain,sutton-hoo,early-medieval;britain;archaeology,yes,Sutton Hoo anchors a survey of post-Roman Britain
v166,history-time,476 AD - A Tour Of Post-Roman Europe // European History Documentary,youtube,https://www.youtube.com/watch?v=VS8ZWLAGDK8,https://i.ytimg.com/vi/VS8ZWLAGDK8/hqdefault.jpg,2025-04-06,476,476,Fall of the Western Empire,rome,late-antiquity;rome;europe,yes,
v167,inrap,Les tombes franques de Saint-Dizier - Éclats d'archéo #1 (Version LSF),youtube,https://www.youtube.com/watch?v=GdEfnrH4fUw,https://i.ytimg.com/vi/GdEfnrH4fUw/hqdefault.jpg,2026-06-29,500,600,Merovingian Gaul,saint-dizier,early-medieval;burial;france,yes,Version LSF (langue des signes française) of the site film
v168,history-time,The Amazon Wasn't Empty: The Incredible Prehistoric Cities Hidden Beneath the Jungle,youtube,https://www.youtube.com/watch?v=EIIFRXXFjVs,https://i.ytimg.com/vi/EIIFRXXFjVs/hqdefault.jpg,2026-06-13,500,1400,Pre-Columbian Amazonia,llanos-de-mojos,south-america;urbanism;earthworks,yes,
v169,ancient-americas,The Wari Empire (was epic!),youtube,https://www.youtube.com/watch?v=xNyxB8BAdY4,https://i.ytimg.com/vi/xNyxB8BAdY4/hqdefault.jpg,2025-06-02,600,1000,Wari Empire,wari,andes;empire;urbanism,yes,
v170,ancient-americas,The Wari Empire Part 1: Wari Origins and Culture,youtube,https://www.youtube.com/watch?v=pJVOMxEigQk,https://i.ytimg.com/vi/pJVOMxEigQk/hqdefault.jpg,2025-05-01,600,1000,Wari Empire,wari,andes;empire;origins,yes,
v171,study-antiquity,ANCIENT Colorado Structures!,reel,https://www.youtube.com/watch?v=AYHQMH4QDzg,https://i.ytimg.com/vi/AYHQMH4QDzg/hqdefault.jpg,2026-08-20,600,1300,Ancestral Puebloan,mesa-verde,north-america;architecture;archaeology,yes,
v172,academia-play,"Sisebuto, Isidoro de Sevilla y los eclipses",reel,https://www.youtube.com/watch?v=tsUaW6KHdQQ,https://i.ytimg.com/vi/tsUaW6KHdQQ/hqdefault.jpg,2026-08-09,612,636,Visigothic Spain,seville,early-medieval;science;iberia,yes,
v173,premodernist,"Medieval Arabic names had 5 parts, but no surname",youtube,https://www.youtube.com/watch?v=mRTGIJAlqyE,https://i.ytimg.com/vi/mRTGIJAlqyE/hqdefault.jpg,2023-06-29,700,1500,Medieval Islamic world,,medieval;names;islamic-world,yes,
v174,metatron,Are Viking Shield Walls Just a Myth?,youtube,https://www.youtube.com/watch?v=uzF8F_1SA0A,https://i.ytimg.com/vi/uzF8F_1SA0A/hqdefault.jpg,2026-02-21,793,1066,Viking Age,,vikings;warfare;debunking,yes,
v175,welsh-viking,Five Viking Myths You Still Believe,youtube,https://www.youtube.com/watch?v=NaJ65iogUxc,https://i.ytimg.com/vi/NaJ65iogUxc/hqdefault.jpg,2026-04-12,793,1066,Viking Age,,vikings;debunking;myths,yes,"No place: thematic debunking. Embedding is disabled on this video, so oEmbed cannot confirm it; title, author and live status checked on the watch page instead"
v176,welsh-viking,Hollywood Viking Tropes That Need to Die,youtube,https://www.youtube.com/watch?v=SiQnkLflvHc,https://i.ytimg.com/vi/SiQnkLflvHc/hqdefault.jpg,2026-03-23,793,1066,Viking Age,,vikings;reception;film,yes,No place: reception of the period on screen
v177,kings-and-generals,Why the Vikings Buried Their Longships,reel,https://www.youtube.com/watch?v=HNVSu5es49o,https://i.ytimg.com/vi/HNVSu5es49o/hqdefault.jpg,2026-08-26,800,1050,Viking Age,oseberg,vikings;burial;ships,yes,
v178,kings-and-generals,Did Vikings Really Burn Their Ships at Funerals?,reel,https://www.youtube.com/watch?v=oetbFj6dJNk,https://i.ytimg.com/vi/oetbFj6dJNk/hqdefault.jpg,2026-08-24,800,1050,Viking Age,oseberg,vikings;burial;ships,yes,
v179,ancient-sites-girl,"The Great Pyramid in Arab Legends: Alchemists, Ancient Giants, Treasure Hunters | History Podcast",youtube,https://www.youtube.com/watch?v=O8MRq4Tc74M,https://i.ytimg.com/vi/O8MRq4Tc74M/hqdefault.jpg,2026-08-08,800,1500,Medieval Arabic reception,giza,egypt;pyramids;reception;legends,yes,"Period is the reception, not the monument"
v180,weird-medieval-guys,How medieval scribes invented fonts,youtube,https://www.youtube.com/watch?v=RWE2G_XJoZ8,https://i.ytimg.com/vi/RWE2G_XJoZ8/hqdefault.jpg,2026-03-31,800,1500,Medieval Europe,,medieval;manuscripts;script,yes,No place: thematic survey
v181,fall-of-civilizations,16. Bagan - City of Temples,youtube,https://www.youtube.com/watch?v=0MtIVJ2lcu8,https://i.ytimg.com/vi/0MtIVJ2lcu8/hqdefault.jpg,2022-11-03,849,1297,Pagan Kingdom,bagan,collapse;southeast-asia;temples,yes,
v182,study-antiquity,Liutprand - Bishop of Cremona Part I,youtube,https://www.youtube.com/watch?v=BfWqgEyz144,https://i.ytimg.com/vi/BfWqgEyz144/hqdefault.jpg,2025-04-30,920,972,Ottonian Italy,cremona,early-medieval;diplomacy;byzantium,yes,
v183,study-antiquity,Liutprand - Bishop of Cremona Part II,youtube,https://www.youtube.com/watch?v=vTyG3xEybWs,https://i.ytimg.com/vi/vTyG3xEybWs/hqdefault.jpg,2025-04-30,920,972,Ottonian Italy,cremona,early-medieval;diplomacy;byzantium,yes,
v184,study-antiquity,Liutprand - Bishop of Cremona Part III,youtube,https://www.youtube.com/watch?v=1G5-ICMiGCU,https://i.ytimg.com/vi/1G5-ICMiGCU/hqdefault.jpg,2025-04-30,920,972,Ottonian Italy,cremona,early-medieval;diplomacy;byzantium,yes,
v185,kings-and-generals,The Forgotten Battle That Created England - Brunanburh 937,youtube,https://www.youtube.com/watch?v=EI-qoH7eH28,https://i.ytimg.com/vi/EI-qoH7eH28/hqdefault.jpg,2026-08-18,937,937,Anglo-Saxon England,,early-medieval;battle;england,yes,"Brunanburh site unidentified, so no place assigned"
v186,weird-medieval-guys,Did medieval people think the world was going to end in 1000 AD?,youtube,https://www.youtube.com/watch?v=gAkb9PTZMrE,https://i.ytimg.com/vi/gAkb9PTZMrE/hqdefault.jpg,2026-04-13,950,1050,Turn of the first millennium,,medieval;apocalypse;religion,yes,No place: a Europe-wide belief
v187,premodernist,Poland and the Renewal of the Roman Empire in the year 1000,youtube,https://www.youtube.com/watch?v=zdUnSENDUak,https://i.ytimg.com/vi/zdUnSENDUak/hqdefault.jpg,2024-06-27,1000,1000,Ottonian Europe,gniezno,medieval;empire;poland,yes,
v188,metatron,Did Medieval People REALLY Use Gold Coins?,youtube,https://www.youtube.com/watch?v=sWDgoaDUrkI,https://i.ytimg.com/vi/sWDgoaDUrkI/hqdefault.jpg,2026-03-02,1000,1500,Medieval Europe,,medieval;economy;coins,yes,
v189,le-bizarreum,La lèpre : Histoire et archéologie,youtube,https://www.youtube.com/watch?v=AGZ8bHQ1GUY,https://i.ytimg.com/vi/AGZ8bHQ1GUY/hqdefault.jpg,2021-12-08,1000,1500,Medieval Europe,,disease;bioarchaeology;medieval,yes,No place: thematic survey
v190,inrap,Le port médiéval de Bordeaux - Éclats d'archéo #3 (Version LSF),youtube,https://www.youtube.com/watch?v=aKYBOPSO8oQ,https://i.ytimg.com/vi/aKYBOPSO8oQ/hqdefault.jpg,2026-06-29,1000,1500,Medieval France,bordeaux,medieval;harbour;france,yes,Version LSF (langue des signes française) of the site film
v191,time-team-classics,The Lost Village Beneath Castle Howard - Unearthing Henderskelf's Secrets | Time Team - S10 E11,youtube,https://www.youtube.com/watch?v=38ZWfCDmWBw,https://i.ytimg.com/vi/38ZWfCDmWBw/hqdefault.jpg,2026-08-31,1000,1700,Medieval to early modern England,castle-howard,medieval;deserted-village;britain,yes,"Embedding is disabled on this video, so oEmbed cannot confirm it; title and live status checked on the watch page instead"
v192,weird-medieval-guys,The Norman Conquest part VI: The Book of Judgement,youtube,https://www.youtube.com/watch?v=CuFmaRcsHKk,https://i.ytimg.com/vi/CuFmaRcsHKk/hqdefault.jpg,2026-01-19,1085,1086,Norman England,winchester,medieval;domesday;administration,yes,Domesday Book was compiled at Winchester
v193,weird-medieval-guys,The Order of Assassins,youtube,https://www.youtube.com/watch?v=gyuryZ87C-U,https://i.ytimg.com/vi/gyuryZ87C-U/hqdefault.jpg,2026-02-17,1090,1275,Nizari Ismaili state,alamut,medieval;religion;legend,yes,
v194,metatron,The ASTONISHING 180 Medieval Towers of Bologna,youtube,https://www.youtube.com/watch?v=HKzGv0L_BGg,https://i.ytimg.com/vi/HKzGv0L_BGg/hqdefault.jpg,2026-04-24,1100,1300,Communal Italy,bologna,medieval;urbanism;italy,yes,
v195,passe-sauvage,Le lion de Venise est en fait un...DRAGON ?! 🐲#venice #histoire #culture,reel,https://www.youtube.com/watch?v=txTxQbaEDPk,https://i.ytimg.com/vi/txTxQbaEDPk/hqdefault.jpg,2025-11-10,1100,1300,Medieval Venice,venice,medieval;sculpture;italy,yes,
v196,premodernist,Advice for time traveling to medieval Europe,youtube,https://www.youtube.com/watch?v=-aSdFrPnlRg,https://i.ytimg.com/vi/-aSdFrPnlRg/hqdefault.jpg,2023-11-09,1100,1400,High to Late Medieval Europe,,medieval;daily-life;travel,yes,
v197,premodernist,Time travel to medieval Europe - Q&A,youtube,https://www.youtube.com/watch?v=_fWrJ4WHz_g,https://i.ytimg.com/vi/_fWrJ4WHz_g/hqdefault.jpg,2023-12-28,1100,1400,High to Late Medieval Europe,,medieval;daily-life;q-and-a,yes,
v198,weird-medieval-guys,Why don't we build cathedrals any more?,youtube,https://www.youtube.com/watch?v=Plga2GBQv24,https://i.ytimg.com/vi/Plga2GBQv24/hqdefault.jpg,2026-05-11,1100,1500,Gothic Europe,,medieval;architecture;cathedrals,yes,No place: thematic survey
v199,welsh-viking,Nameless Medieval Graves #history #medieval #archaeology #reformation #yorkshire,reel,https://www.youtube.com/watch?v=G6A_D-2bakU,https://i.ytimg.com/vi/G6A_D-2bakU/hqdefault.jpg,2026-07-01,1100,1540,Medieval to Reformation England,york,medieval;burial;reformation,yes,Yorkshire graves disturbed at the Reformation
v200,welsh-viking,The Knights Templar: The Real History,youtube,https://www.youtube.com/watch?v=EGku0-L5MUw,https://i.ytimg.com/vi/EGku0-L5MUw/hqdefault.jpg,2026-06-13,1119,1312,Crusader states,jerusalem,medieval;templars;crusades,yes,"Embedding is disabled on this video, so oEmbed cannot confirm it; title, author and live status checked on the watch page instead"
v201,study-antiquity,The Myth and Magic of Prester John,youtube,https://www.youtube.com/watch?v=lfHDuTlPBtY,https://i.ytimg.com/vi/lfHDuTlPBtY/hqdefault.jpg,2025-11-24,1145,1500,High to Late Medieval Europe,,medieval;legend;letters,yes,No place: a legend with no fixed location
v202,passe-sauvage,Passionnés d'échecs : quand nous allions jusqu'au Groenland pour acheter des pièces♟️#chess#medieval,reel,https://www.youtube.com/watch?v=6AxG3ZTxRNU,https://i.ytimg.com/vi/6AxG3ZTxRNU/hqdefault.jpg,2025-11-12,1150,1200,Norse Atlantic world,lewis,medieval;games;ivory,yes,The Lewis chessmen and walrus-ivory trade
v203,premodernist,Happy Genghis Khan Day! (Why is Genghis Khan Day?),youtube,https://www.youtube.com/watch?v=uWsY8HsuahY,https://i.ytimg.com/vi/uWsY8HsuahY/hqdefault.jpg,2023-11-14,1162,1227,Mongol Empire,karakorum,mongols;biography;commemoration,yes,
v204,history-hit,"Robin Hood, Fact or Fiction?",youtube,https://www.youtube.com/watch?v=g-WW_linOZw,https://i.ytimg.com/vi/g-WW_linOZw/hqdefault.jpg,2026-08-10,1190,1400,High to Late Medieval England,nottingham,medieval;legend;england,yes,
v205,metatron,What really happened in a Medieval Inn?,youtube,https://www.youtube.com/watch?v=7rGeKDpf3xY,https://i.ytimg.com/vi/7rGeKDpf3xY/hqdefault.jpg,2026-05-14,1200,1500,Medieval Europe,,medieval;daily-life;travel,yes,
v206,weird-medieval-guys,Medieval Robots,youtube,https://www.youtube.com/watch?v=IYkf_BwlG3Y,https://i.ytimg.com/vi/IYkf_BwlG3Y/hqdefault.jpg,2026-04-27,1200,1500,High to Late Medieval Europe,,medieval;technology;automata,yes,No place: thematic survey
v207,weird-medieval-guys,Medieval travel writing,youtube,https://www.youtube.com/watch?v=e-xdNEP8LX8,https://i.ytimg.com/vi/e-xdNEP8LX8/hqdefault.jpg,2026-03-16,1200,1500,High to Late Medieval Europe,,medieval;travel;literature,yes,No place: thematic survey
v208,tasting-history,What Grocery Shopping Was Like in the Middle Ages,youtube,https://www.youtube.com/watch?v=R45P-Yu_Mjw,https://i.ytimg.com/vi/R45P-Yu_Mjw/hqdefault.jpg,2026-08-18,1200,1500,Medieval England,london,medieval;food;markets,yes,
v209,archeostoria,L'isola di Pasqua. #shorts #pasqua #accaddeoggi #moai #america #oceanopacifico #isola #rapanui,reel,https://www.youtube.com/watch?v=Fm5yjDBFHnc,https://i.ytimg.com/vi/Fm5yjDBFHnc/hqdefault.jpg,2026-04-05,1200,1722,Rapa Nui,easter-island,polynesia;monuments;moai,yes,
v210,fall-of-civilizations,19. The Mongols - Terror of the Steppe,youtube,https://www.youtube.com/watch?v=PdFwMDuAnS4,https://i.ytimg.com/vi/PdFwMDuAnS4/hqdefault.jpg,2025-04-02,1206,1368,Mongol Empire,karakorum,collapse;steppe;empire,yes,
v211,premodernist,How many died in the Mongol conquests?,youtube,https://www.youtube.com/watch?v=Te7bjlB69T8,https://i.ytimg.com/vi/Te7bjlB69T8/hqdefault.jpg,2025-02-04,1206,1368,Mongol Empire,karakorum,mongols;demography;debunking,yes,
v212,weird-medieval-guys,What did the mongol empire ever do for us?,youtube,https://www.youtube.com/watch?v=rfqNEM_74c4,https://i.ytimg.com/vi/rfqNEM_74c4/hqdefault.jpg,2026-03-02,1206,1368,Mongol Empire,karakorum,medieval;mongols;exchange,yes,
v213,stefan-milo,The Mind-blowing Scale Of Moai Building,youtube,https://www.youtube.com/watch?v=ctGz81oPNGI,https://i.ytimg.com/vi/ctGz81oPNGI/hqdefault.jpg,2026-01-07,1250,1600,Rapa Nui moai period,easter-island,polynesia;monuments;experimental-archaeology,yes,
v214,fall-of-civilizations,21. Majapahit - Empire of the Islands,youtube,https://www.youtube.com/watch?v=01CZBhZM430,https://i.ytimg.com/vi/01CZBhZM430/hqdefault.jpg,2026-07-31,1293,1527,Majapahit Empire,trowulan,collapse;southeast-asia;empire,yes,
v215,tasting-history,A 700-Year-Old Hummus Recipe from Egypt,reel,https://www.youtube.com/watch?v=lubYj3SRNvI,https://i.ytimg.com/vi/lubYj3SRNvI/hqdefault.jpg,2026-08-15,1300,1350,Mamluk Egypt,cairo,medieval;food;islamic-world,yes,
v216,weird-medieval-guys,Peasant rebellions,youtube,https://www.youtube.com/watch?v=ZaXzmi6Jn0o,https://i.ytimg.com/vi/ZaXzmi6Jn0o/hqdefault.jpg,2026-06-17,1300,1400,Late Medieval Europe,,medieval;revolt;peasants,yes,No place: covers several risings
v217,scholagladiatoria,Why Medieval Knights started using DAGGERS?,youtube,https://www.youtube.com/watch?v=Qm77G0-FRO8,https://i.ytimg.com/vi/Qm77G0-FRO8/hqdefault.jpg,2026-08-24,1300,1500,Late Medieval Europe,,arms-and-armour;medieval;weapons,yes,
v218,tasting-history,Medieval Cherry & Rose Cheesecake from Italy 🍒 🌹,reel,https://www.youtube.com/watch?v=E-ibdcq3Vwo,https://i.ytimg.com/vi/E-ibdcq3Vwo/hqdefault.jpg,2026-08-23,1300,1500,Late Medieval Italy,,medieval;food;italy,yes,"Italy, but no single city is named"
v219,metatron,Plate Armor of the Medieval Knight: The Shoulders,youtube,https://www.youtube.com/watch?v=ABnWj0L3fZM,https://i.ytimg.com/vi/ABnWj0L3fZM/hqdefault.jpg,2026-09-02,1350,1500,Late Medieval Europe,,arms-and-armour;medieval;material-culture,yes,
v220,metatron,Filippo Scolari's 14th Century Sword,youtube,https://www.youtube.com/watch?v=i_CX2us4qxo,https://i.ytimg.com/vi/i_CX2us4qxo/hqdefault.jpg,2026-05-05,1369,1426,Late Medieval Italy and Hungary,,arms-and-armour;swords;biography,yes,Pippo Spano; no single place assigned
v221,scholagladiatoria,Why this NEW MOVIE about the PEASANTS REVOLT will be HORRIBLE!,youtube,https://www.youtube.com/watch?v=wNha4eMd-Sw,https://i.ytimg.com/vi/wNha4eMd-Sw/hqdefault.jpg,2026-07-16,1381,1381,Late Medieval England,london,medieval;revolt;reception,yes,
v222,metatron,Was The Frogmouth helmet good?,youtube,https://www.youtube.com/watch?v=MQ1CajL1SBk,https://i.ytimg.com/vi/MQ1CajL1SBk/hqdefault.jpg,2026-02-23,1400,1500,Late Medieval Europe,,arms-and-armour;tournament;helmets,yes,
v223,stefan-milo,Rongorongo and old wood,reel,https://www.youtube.com/watch?v=Xg6AU_VDkmA,https://i.ytimg.com/vi/Xg6AU_VDkmA/hqdefault.jpg,2025-12-16,1400,1870,Rapa Nui script,easter-island,polynesia;writing;radiocarbon,yes,
v224,reading-the-past,Cecily Neville: Matriarch of the Wars of the Roses,youtube,https://www.youtube.com/watch?v=dTjUr8T-bNo,https://i.ytimg.com/vi/dTjUr8T-bNo/hqdefault.jpg,2026-08-28,1415,1495,Wars of the Roses,london,late-medieval;biography;women,yes,
v225,time-team-classics,"Henry V’s Flagship Grace Dieu (Full Episode) | S12 EP6 | Time Team (Bursledon, Hampshire)",youtube,https://www.youtube.com/watch?v=e091ki2UIaY,https://i.ytimg.com/vi/e091ki2UIaY/hqdefault.jpg,2026-09-03,1418,1439,Late Medieval England,bursledon,medieval;ships;britain,yes,Henry V’s flagship Grace Dieu
v226,ancient-americas,The Secrets of Inca Masonry,youtube,https://www.youtube.com/watch?v=m7BqcP15auQ,https://i.ytimg.com/vi/m7BqcP15auQ/hqdefault.jpg,2026-02-26,1438,1533,Inca Empire,cusco;machu-picchu,andes;inca;masonry,yes,
v227,ancient-americas,How did the Inca build their walls? #history #indigenous #inca #stonework #masonry,reel,https://www.youtube.com/watch?v=EF9mWnjuqC0,https://i.ytimg.com/vi/EF9mWnjuqC0/hqdefault.jpg,2026-02-26,1438,1533,Inca Empire,cusco,andes;inca;masonry,yes,
v228,metatron,French Gendarms - The Heavy Armored Knights of the West,youtube,https://www.youtube.com/watch?v=xOVDZ0j9ROs,https://i.ytimg.com/vi/xOVDZ0j9ROs/hqdefault.jpg,2026-02-28,1440,1560,Late Medieval to Early Modern France,,arms-and-armour;cavalry;france,yes,
v229,tasting-history,A 500-Year-Old Japanese Noodle Recipe,reel,https://www.youtube.com/watch?v=5INaJTEcfzM,https://i.ytimg.com/vi/5INaJTEcfzM/hqdefault.jpg,2026-08-21,1500,1600,Muromachi to Azuchi-Momoyama Japan,kyoto,early-modern;food;japan,yes,
v230,ancient-americas,The Tupinambá: From the Amazon to the Coast,youtube,https://www.youtube.com/watch?v=Q1KcyEnFbzA,https://i.ytimg.com/vi/Q1KcyEnFbzA/hqdefault.jpg,2026-01-08,1500,1650,Contact-period Brazil,bahia,south-america;contact;ethnohistory,yes,
v231,prehistory-guys,Stonehenge in Art & Writing Before the 20th Century,youtube,https://www.youtube.com/watch?v=A0TajBfCv0s,https://i.ytimg.com/vi/A0TajBfCv0s/hqdefault.jpg,2026-07-25,1500,1900,Antiquarian reception,stonehenge,reception;art;britain,yes,"Period is the reception, not the monument"
v232,time-team,Henry VIII's Lost Palaces | Time Team Classic Special,youtube,https://www.youtube.com/watch?v=R8cW-6qEjd4,https://i.ytimg.com/vi/R8cW-6qEjd4/hqdefault.jpg,2026-08-02,1509,1547,Tudor England,london,tudor;palaces;britain,yes,Place is an anchor: the episode covers several lost palaces
v233,reading-the-past,Fallen Friends and Family: Henry's Dangerous Affection,youtube,https://www.youtube.com/watch?v=4Qj1hfcVAq0,https://i.ytimg.com/vi/4Qj1hfcVAq0/hqdefault.jpg,2026-08-14,1509,1547,Henrician England,london,tudor;court;politics,yes,
v234,scholagladiatoria,Why did BILLS BEAT PIKES at the Battle of Flodden 1513?,youtube,https://www.youtube.com/watch?v=hlWMdpVqBNc,https://i.ytimg.com/vi/hlWMdpVqBNc/hqdefault.jpg,2026-08-13,1513,1513,Late Medieval Britain,flodden,battle;arms-and-armour;scotland,yes,
v235,kings-and-generals,The Battle That Changed the Middle East - Ottomans Broke the Mamluks,youtube,https://www.youtube.com/watch?v=MSaVL1JAoIc,https://i.ytimg.com/vi/MSaVL1JAoIc/hqdefault.jpg,2026-08-30,1516,1517,Ottoman-Mamluk War,aleppo;cairo,ottoman;battle;mamluk,yes,
v236,archeostoria,L'altro lato di Venezia: storia della comunità ebraica della Serenissima. Con @giacomocarner,youtube,https://www.youtube.com/watch?v=bQ-Q7epFCFo,https://i.ytimg.com/vi/bQ-Q7epFCFo/hqdefault.jpg,2026-02-06,1516,1797,Venetian Republic,venice,jewish-history;ghetto;italy,yes,
v237,reading-the-past,The Mad Prince of Spain: Don Carlos,youtube,https://www.youtube.com/watch?v=4x5I52cFMY0,https://i.ytimg.com/vi/4x5I52cFMY0/hqdefault.jpg,2026-08-21,1545,1568,Spanish Habsburgs,madrid,early-modern;monarchy;spain,yes,
v238,reading-the-past,"A Tudor Propaganda Case Study: ""Edward VI and the Pope""",youtube,https://www.youtube.com/watch?v=uMHcTzcACSw,https://i.ytimg.com/vi/uMHcTzcACSw/hqdefault.jpg,2026-08-07,1547,1553,Edwardian Reformation,london,tudor;propaganda;religion,yes,
v239,reading-the-past,Men's Hearts and Secret Thoughts: Recusants in Elizabethan England,youtube,https://www.youtube.com/watch?v=9CFYlVSRycM,https://i.ytimg.com/vi/9CFYlVSRycM/hqdefault.jpg,2026-09-04,1558,1603,Elizabethan England,london,tudor;religion;recusants,yes,
v240,pero-eso-es-otra-historia,"El Escorial, la gran obra del rey Felipe II #historia",reel,https://www.youtube.com/watch?v=xqJD3r756kI,https://i.ytimg.com/vi/xqJD3r756kI/hqdefault.jpg,2026-07-25,1563,1584,Spanish Habsburgs,el-escorial,early-modern;architecture;spain,yes,
v241,pero-eso-es-otra-historia,El asedio que pudo haber cambiado la historia: el ASEDIO DE MALTA #historia,reel,https://www.youtube.com/watch?v=z0qsFfXzh5E,https://i.ytimg.com/vi/z0qsFfXzh5E/hqdefault.jpg,2026-07-26,1565,1565,Ottoman-Habsburg wars,malta,early-modern;siege;mediterranean,yes,
v242,pero-eso-es-otra-historia,"El origen de la GUERRA de FLANDES o guerra de los 80 años, el considerado Vietnam español ￼",reel,https://www.youtube.com/watch?v=Q2bO7V3WoMY,https://i.ytimg.com/vi/Q2bO7V3WoMY/hqdefault.jpg,2026-07-24,1568,1648,Eighty Years War,amsterdam,early-modern;war;netherlands,yes,
v243,pero-eso-es-otra-historia,El fracaso de la ARMADA INVENCIBLE #historia #datohistorico,reel,https://www.youtube.com/watch?v=GEb2cgQWgI8,https://i.ytimg.com/vi/GEb2cgQWgI8/hqdefault.jpg,2026-07-29,1588,1588,Anglo-Spanish War,plymouth,early-modern;naval;armada,yes,
v244,native-american-history,History Of Native American Scalping,youtube,https://www.youtube.com/watch?v=DZWFtsVZUxY,https://i.ytimg.com/vi/DZWFtsVZUxY/hqdefault.jpg,2024-12-30,1600,1900,Colonial to reservation era,,north-america;violence;historiography,yes,"No place: thematic, and the practice is often misattributed"
