influencer_id,video_id,title,published,url,thumbnail
academia-play,O1MO0SpvU9o,La Marcha Verde de Marruecos 🇲🇦,2026-07-31,https://www.youtube.com/watch?v=O1MO0SpvU9o,https://i.ytimg.com/vi/O1MO0SpvU9o/hqdefault.jpg
academia-play,485By-bNcLc,Las revoluciones no siempre desembocan en lo que uno desea,2026-08-04,https://www.youtube.com/watch?v=485By-bNcLc,https://i.ytimg.com/vi/485By-bNcLc/hqdefault.jpg
academia-play,oRgawk-Ue-A,He visitado Legoland y he vuelto a caminar entre mis propios recuerdos de infancia.,2026-08-16,https://www.youtube.com/watch?v=oRgawk-Ue-A,https://i.ytimg.com/vi/oRgawk-Ue-A/hqdefault.jpg
academia-play,STgxRvYidyE,🇩🇰 Visito en Copenhague el parque de atracciones más especial del mundo,2026-08-22,https://www.youtube.com/watch?v=STgxRvYidyE,https://i.ytimg.com/vi/STgxRvYidyE/hqdefault.jpg
academia-play,I-UsO-25lWs,¿Siempre hemos «farmeado aura»? (Un análisis histórico),2026-08-25,https://www.youtube.com/watch?v=I-UsO-25lWs,https://i.ytimg.com/vi/I-UsO-25lWs/hqdefault.jpg
academia-play,EiW-9bP8z0I,Mito: ¿Los cristianos leían la Biblia de forma literal?,2026-08-27,https://www.youtube.com/watch?v=EiW-9bP8z0I,https://i.ytimg.com/vi/EiW-9bP8z0I/hqdefault.jpg
academia-play,uB7SuZuxprE,Negligencia en Villena,2026-08-28,https://www.youtube.com/watch?v=uB7SuZuxprE,https://i.ytimg.com/vi/uB7SuZuxprE/hqdefault.jpg
academia-play,Y1fymCuh6gI,Cuando el mundo quiso ser español,2026-09-07,https://www.youtube.com/watch?v=Y1fymCuh6gI,https://i.ytimg.com/vi/Y1fymCuh6gI/hqdefault.jpg
american-experience,FVK075uvKG8,She cracked NASA's boys' club,2026-08-18,https://www.youtube.com/watch?v=FVK075uvKG8,https://i.ytimg.com/vi/FVK075uvKG8/hqdefault.jpg
american-experience,KzoTLZCGv4g,Would you catch a rat with your bare hands?!,2026-08-20,https://www.youtube.com/watch?v=KzoTLZCGv4g,https://i.ytimg.com/vi/KzoTLZCGv4g/hqdefault.jpg
american-experience,9AYbnSOf-NM,Is this the Galapagos of America?,2026-08-25,https://www.youtube.com/watch?v=9AYbnSOf-NM,https://i.ytimg.com/vi/9AYbnSOf-NM/hqdefault.jpg
american-experience,ayyn-mqoGps,A tribute to presidential pups 🐾,2026-08-26,https://www.youtube.com/watch?v=ayyn-mqoGps,https://i.ytimg.com/vi/ayyn-mqoGps/hqdefault.jpg
american-experience,BPhEVfe3cNQ,The heroism of 9/11 first responders,2026-08-28,https://www.youtube.com/watch?v=BPhEVfe3cNQ,https://i.ytimg.com/vi/BPhEVfe3cNQ/hqdefault.jpg
american-experience,JiDYwnIjQos,When Boston was as ugly as the Jim Crow South,2026-08-31,https://www.youtube.com/watch?v=JiDYwnIjQos,https://i.ytimg.com/vi/JiDYwnIjQos/hqdefault.jpg
american-experience,IaVU6jpfrLw,These scenes shocked the world,2026-09-04,https://www.youtube.com/watch?v=IaVU6jpfrLw,https://i.ytimg.com/vi/IaVU6jpfrLw/hqdefault.jpg
american-experience,I7-hmyWcJGU,The deadliest workplace accident in NYC history,2026-09-07,https://www.youtube.com/watch?v=I7-hmyWcJGU,https://i.ytimg.com/vi/I7-hmyWcJGU/hqdefault.jpg
ancient-americas,5UqxOlwSMqM,Indigenous Fire and Why Burning is Good,2025-07-24,https://www.youtube.com/watch?v=5UqxOlwSMqM,https://i.ytimg.com/vi/5UqxOlwSMqM/hqdefault.jpg
ancient-americas,SnCctMd_jNk,Travel with us to Mexico City in 2026!,2025-12-09,https://www.youtube.com/watch?v=SnCctMd_jNk,https://i.ytimg.com/vi/SnCctMd_jNk/hqdefault.jpg
archeostoria,l2vgMYKIgsg,"L'incastellamento tra storia, archeologia e rievocazione storica. In live con @medioevodascoprire",2025-10-30,https://www.youtube.com/watch?v=l2vgMYKIgsg,https://i.ytimg.com/vi/l2vgMYKIgsg/hqdefault.jpg
archeostoria,e_zn0Jp0Y4U,I longobardi tra archeologia e rievocazione. Ne parliamo con @LaFara568,2025-11-13,https://www.youtube.com/watch?v=e_zn0Jp0Y4U,https://i.ytimg.com/vi/e_zn0Jp0Y4U/hqdefault.jpg
archeostoria,PogVEtwMW8A,L'attacco a Pearl Harbor.#shorts #reels #accaddeoggi #ww2 #battle #pearlharbor #usa #japan,2025-12-07,https://www.youtube.com/watch?v=PogVEtwMW8A,https://i.ytimg.com/vi/PogVEtwMW8A/hqdefault.jpg
archeostoria,MoApkJCd6_w,"Archeologia cristiana, l'archeologia che non ti aspetti: dalle origini a Costantino. Parte prima",2026-02-12,https://www.youtube.com/watch?v=MoApkJCd6_w,https://i.ytimg.com/vi/MoApkJCd6_w/hqdefault.jpg
archeostoria,sCGljveqGGU,La nascita del New Model Army. #shorts #inghilterra #army #war #accaddeoggi #guerracivile #perte,2026-02-15,https://www.youtube.com/watch?v=sCGljveqGGU,https://i.ytimg.com/vi/sCGljveqGGU/hqdefault.jpg
archeostoria,Crdm89DHmnE,Archeologia cristiana l'archeologia che non ti aspetti: da Costantino al monachesimo. Parte seconda,2026-02-26,https://www.youtube.com/watch?v=Crdm89DHmnE,https://i.ytimg.com/vi/Crdm89DHmnE/hqdefault.jpg
archeostoria,spIbHctftQo,Quando il governo comunista polacco ha favorito la carriera di Karol Wojtyla. #storia #stalin #papa,2026-03-23,https://www.youtube.com/watch?v=spIbHctftQo,https://i.ytimg.com/vi/spIbHctftQo/hqdefault.jpg
china-history-podcast,-t0wpiVTLGg,Ep. 367 | The Unsung Chinese Heroes of D-Day,2025-08-05,https://www.youtube.com/watch?v=-t0wpiVTLGg,https://i.ytimg.com/vi/-t0wpiVTLGg/hqdefault.jpg
china-history-podcast,2aqPSFmjuuw,Introducing The Chinatown Sting: Lucky Bird,2025-09-23,https://www.youtube.com/watch?v=2aqPSFmjuuw,https://i.ytimg.com/vi/2aqPSFmjuuw/hqdefault.jpg
china-history-podcast,wLOCSo12OCM,"Ep. 369 | Chenxiang, Pound for Pound, Costs More than Gold",2025-10-23,https://www.youtube.com/watch?v=wLOCSo12OCM,https://i.ytimg.com/vi/wLOCSo12OCM/hqdefault.jpg
china-history-podcast,3Mk1PuJAhlM,A Useful Chengyu - Hébù Shí Ròumí 何不食肉糜,2025-11-09,https://www.youtube.com/watch?v=3Mk1PuJAhlM,https://i.ytimg.com/vi/3Mk1PuJAhlM/hqdefault.jpg
china-history-podcast,w5fmTedU7Vk,Ep. 371 | Choie Sew Hoy and the Sinking of the S.S. Ventnor,2026-01-28,https://www.youtube.com/watch?v=w5fmTedU7Vk,https://i.ytimg.com/vi/w5fmTedU7Vk/hqdefault.jpg
china-history-podcast,acZwZrK7LXk,This Was Funnier in China | Laszlo and Jesse Appell,2026-02-04,https://www.youtube.com/watch?v=acZwZrK7LXk,https://i.ytimg.com/vi/acZwZrK7LXk/hqdefault.jpg
china-history-podcast,qSMdCyNvVQ0,A word from Laszlo,2026-05-07,https://www.youtube.com/watch?v=qSMdCyNvVQ0,https://i.ytimg.com/vi/qSMdCyNvVQ0/hqdefault.jpg
china-history-podcast,Nl9Yi_O3fnw,One more word from Laszlo,2026-08-20,https://www.youtube.com/watch?v=Nl9Yi_O3fnw,https://i.ytimg.com/vi/Nl9Yi_O3fnw/hqdefault.jpg
cool-history-bros,nvai1lCAq0U,Water Margin - EP2 – Flowery Monk & Panther Head (Chinese Classic Summarized),2022-08-28,https://www.youtube.com/watch?v=nvai1lCAq0U,https://i.ytimg.com/vi/nvai1lCAq0U/hqdefault.jpg
cool-history-bros,BCsg4TbTGrw,Water Margin - EP3 – Leaders of Mount Liang (Chinese Classic Summarized),2022-09-11,https://www.youtube.com/watch?v=BCsg4TbTGrw,https://i.ytimg.com/vi/BCsg4TbTGrw/hqdefault.jpg
cool-history-bros,-KZXswL7-no,Water Margin - EP4 – What They Don't Want You To Know About Wu Song (Chinese Classic Summarized),2022-09-28,https://www.youtube.com/watch?v=-KZXswL7-no,https://i.ytimg.com/vi/-KZXswL7-no/hqdefault.jpg
cool-history-bros,fyZF3vRvylQ,Water Margin - EP5 – Song Jiang - The Two Faced Charmer (Chinese Classic Summarized),2022-10-10,https://www.youtube.com/watch?v=fyZF3vRvylQ,https://i.ytimg.com/vi/fyZF3vRvylQ/hqdefault.jpg
cool-history-bros,FbWCfRIU0OU,Water Margin - EP6 – Song Jiang's Dark Art of War (Chinese Classic Summarized),2022-10-23,https://www.youtube.com/watch?v=FbWCfRIU0OU,https://i.ytimg.com/vi/FbWCfRIU0OU/hqdefault.jpg
cool-history-bros,iARCaZ3hA-0,Water Margin - EP7 – 108 Stars of Destiny Assembled (Chinese Classic Summarized),2022-11-07,https://www.youtube.com/watch?v=iARCaZ3hA-0,https://i.ytimg.com/vi/iARCaZ3hA-0/hqdefault.jpg
cool-history-bros,lg352-S5Fqs,Water Margin - EP8 (Final) – Starfall - The Final Campaign (Chinese Classic Summarized),2022-11-21,https://www.youtube.com/watch?v=lg352-S5Fqs,https://i.ytimg.com/vi/lg352-S5Fqs/hqdefault.jpg
cool-history-bros,As3spsX-uiw,Short History of Chinese Otaku Culture - Building A Pop Culture Industry From Scratch,2023-01-05,https://www.youtube.com/watch?v=As3spsX-uiw,https://i.ytimg.com/vi/As3spsX-uiw/hqdefault.jpg
damilee,O0jnyDmU4-Q,"Minas Tirith Is the Best Fortress, But Worst City in Middle-earth",2026-07-12,https://www.youtube.com/watch?v=O0jnyDmU4-Q,https://i.ytimg.com/vi/O0jnyDmU4-Q/hqdefault.jpg
damilee,AjrqwGABG0E,The Store That Doesn't Want Your Money,2026-07-14,https://www.youtube.com/watch?v=AjrqwGABG0E,https://i.ytimg.com/vi/AjrqwGABG0E/hqdefault.jpg
damilee,zvJ9n-hSY3M,Minas Tirith Was Never a Fortress. It's a Labyrinth.,2026-07-19,https://www.youtube.com/watch?v=zvJ9n-hSY3M,https://i.ytimg.com/vi/zvJ9n-hSY3M/hqdefault.jpg
damilee,FnPo0eTIRJQ,Why This Cyberpunk City is Dying,2026-08-21,https://www.youtube.com/watch?v=FnPo0eTIRJQ,https://i.ytimg.com/vi/FnPo0eTIRJQ/hqdefault.jpg
dan-davis-history,m_BGXf5D1jM,The Most Beautiful Women of Bronze Age Europe? #archaeology #history,2026-07-09,https://www.youtube.com/watch?v=m_BGXf5D1jM,https://i.ytimg.com/vi/m_BGXf5D1jM/hqdefault.jpg
dan-davis-history,xu553yr-mus,Male Beauty and the Warrior Aristocracy #history #archaeology,2026-08-08,https://www.youtube.com/watch?v=xu553yr-mus,https://i.ytimg.com/vi/xu553yr-mus/hqdefault.jpg
dan-davis-history,YXed7qjG_Uc,Dating in the Aurignacian is Hard #archaeology #history,2026-08-16,https://www.youtube.com/watch?v=YXed7qjG_Uc,https://i.ytimg.com/vi/YXed7qjG_Uc/hqdefault.jpg
dan-davis-history,hNF2yFzeDdk,"Mammoth Hunters, Stonehenge and the Slavs | The Story of I2a",2026-08-30,https://www.youtube.com/watch?v=hNF2yFzeDdk,https://i.ytimg.com/vi/hNF2yFzeDdk/hqdefault.jpg
dan-davis-history,2b8lcoODRJo,The Ice Age Hunter and Bear Found Dead Together #history #archeology,2026-09-04,https://www.youtube.com/watch?v=2b8lcoODRJo,https://i.ytimg.com/vi/2b8lcoODRJo/hqdefault.jpg
dan-davis-history,xYDj2M2hLaA,How DNA Traces Your Ancestry Back to the Dawn of Time #history #genetics,2026-09-05,https://www.youtube.com/watch?v=xYDj2M2hLaA,https://i.ytimg.com/vi/xYDj2M2hLaA/hqdefault.jpg
dan-davis-history,Jkiv8WJ37mU,Neolithic Origins of the Bronze Age Solar Cult? #history #archeology,2026-09-06,https://www.youtube.com/watch?v=Jkiv8WJ37mU,https://i.ytimg.com/vi/Jkiv8WJ37mU/hqdefault.jpg
dw-documentary,35OdbhoasVg,Breaking taboos in Italy - Opening an exclusively male ritual to women | DW Documentary,2026-08-30,https://www.youtube.com/watch?v=35OdbhoasVg,https://i.ytimg.com/vi/35OdbhoasVg/hqdefault.jpg
dw-documentary,juNgQaNs97U,Daily life in a German prison | DW Documentary,2026-09-01,https://www.youtube.com/watch?v=juNgQaNs97U,https://i.ytimg.com/vi/juNgQaNs97U/hqdefault.jpg
dw-documentary,Y1YbCE-cV7Y,Can trees save the planet? | DW Documentary,2026-09-02,https://www.youtube.com/watch?v=Y1YbCE-cV7Y,https://i.ytimg.com/vi/Y1YbCE-cV7Y/hqdefault.jpg
dw-documentary,H-DiMt9C0DU,Men's mental health | DW Documentary,2026-09-02,https://www.youtube.com/watch?v=H-DiMt9C0DU,https://i.ytimg.com/vi/H-DiMt9C0DU/hqdefault.jpg
dw-documentary,7l-otJ9dKAk,Laughing to survive - On tour with the Palestine Comedy Club | DW Documentary,2026-09-04,https://www.youtube.com/watch?v=7l-otJ9dKAk,https://i.ytimg.com/vi/7l-otJ9dKAk/hqdefault.jpg
dw-documentary,YFwJ6WpE5N4,Truth under pressure: Life as an investigative journalist in Kyrgyzstan | DW Documentary,2026-09-05,https://www.youtube.com/watch?v=YFwJ6WpE5N4,https://i.ytimg.com/vi/YFwJ6WpE5N4/hqdefault.jpg
dw-documentary,RHDry2A4Ryo,The return of a banned weapon | DW Documentary,2026-09-05,https://www.youtube.com/watch?v=RHDry2A4Ryo,https://i.ytimg.com/vi/RHDry2A4Ryo/hqdefault.jpg
dw-documentary,clFOwRu0vrs,"Off to Scotland - Happiness, solitude and oysters | DW Documentary",2026-09-06,https://www.youtube.com/watch?v=clFOwRu0vrs,https://i.ytimg.com/vi/clFOwRu0vrs/hqdefault.jpg
einfach-antike,PKXWq_dQJbY,Narziss und Echo (und Youtube) – Wer erkennt sich selbst noch im Spiegel – Einfach Antike,2026-05-03,https://www.youtube.com/watch?v=PKXWq_dQJbY,https://i.ytimg.com/vi/PKXWq_dQJbY/hqdefault.jpg
einfach-antike,C6O_p_Nsuc4,Die Vorsokratiker – Die Entdeckung des Logos – Einfach Antike – Der Podcast,2026-05-08,https://www.youtube.com/watch?v=C6O_p_Nsuc4,https://i.ytimg.com/vi/C6O_p_Nsuc4/hqdefault.jpg
einfach-antike,sL1sE_E7cFI,5 Fehlentscheidungen der Antike – Einfach Antike,2026-05-17,https://www.youtube.com/watch?v=sL1sE_E7cFI,https://i.ytimg.com/vi/sL1sE_E7cFI/hqdefault.jpg
einfach-antike,NRXc5cdCSNA,Arbeit in der Antike – Traumberufe oder Knochenjobs? – Einfach Antike – Der Podcast,2026-06-05,https://www.youtube.com/watch?v=NRXc5cdCSNA,https://i.ytimg.com/vi/NRXc5cdCSNA/hqdefault.jpg
einfach-antike,htYPQEcZRL4,Apuleius – Wahre Liebe oder schwarze Magie? – True Crime Antike,2026-06-14,https://www.youtube.com/watch?v=htYPQEcZRL4,https://i.ytimg.com/vi/htYPQEcZRL4/hqdefault.jpg
einfach-antike,ZrumsreEGC8,"Der ""Kreislauf der Verfassungen"" – Ein Naturgesetz der Macht? – Einfach Antike – Der Podcast",2026-07-03,https://www.youtube.com/watch?v=ZrumsreEGC8,https://i.ytimg.com/vi/ZrumsreEGC8/hqdefault.jpg
einfach-antike,AfcV8HXuipQ,Homers Odyssee – Eine Reise zwischen Mythos und Identität – Einfach Antike,2026-07-12,https://www.youtube.com/watch?v=AfcV8HXuipQ,https://i.ytimg.com/vi/AfcV8HXuipQ/hqdefault.jpg
einfach-antike,8ubEq7XVprY,Roms bekanntester Geschichtsschreiber – Wer war Tacitus?,2026-09-06,https://www.youtube.com/watch?v=8ubEq7XVprY,https://i.ytimg.com/vi/8ubEq7XVprY/hqdefault.jpg
fall-of-civilizations,ZR48gFySJoM,16. Bagan - City of Temples,2022-10-03,https://www.youtube.com/watch?v=ZR48gFySJoM,https://i.ytimg.com/vi/ZR48gFySJoM/hqdefault.jpg
fall-of-civilizations,2mqX9twdyYo,17. Carthage - Empire of the Phoenicians,2023-04-11,https://www.youtube.com/watch?v=2mqX9twdyYo,https://i.ytimg.com/vi/2mqX9twdyYo/hqdefault.jpg
fall-of-civilizations,2cuh1oxLHDU,18. Egypt - Fall of the Pharaohs,2024-02-01,https://www.youtube.com/watch?v=2cuh1oxLHDU,https://i.ytimg.com/vi/2cuh1oxLHDU/hqdefault.jpg
fall-of-civilizations,YyqS9V7yHQA,19. The Mongols - Terror of the Steppe,2024-12-04,https://www.youtube.com/watch?v=YyqS9V7yHQA,https://i.ytimg.com/vi/YyqS9V7yHQA/hqdefault.jpg
fall-of-civilizations,2dWOB4bWriM,Fall of Civilizations: Stories of Greatness and Decline - coming soon in paperback!,2025-03-23,https://www.youtube.com/watch?v=2dWOB4bWriM,https://i.ytimg.com/vi/2dWOB4bWriM/hqdefault.jpg
fall-of-civilizations,QtTkaL9-3qk,Thank you to everyone on YouTube!,2025-03-27,https://www.youtube.com/watch?v=QtTkaL9-3qk,https://i.ytimg.com/vi/QtTkaL9-3qk/hqdefault.jpg
fall-of-civilizations,qRYdivPIWh4,20. Persia - An Empire in Ashes,2025-11-12,https://www.youtube.com/watch?v=qRYdivPIWh4,https://i.ytimg.com/vi/qRYdivPIWh4/hqdefault.jpg
fall-of-civilizations,CAsKpXoxZAQ,20. Persia - An Empire in Ashes,2025-12-16,https://www.youtube.com/watch?v=CAsKpXoxZAQ,https://i.ytimg.com/vi/CAsKpXoxZAQ/hqdefault.jpg
historia-civilis,hvk_XylEmLo,Work.,2023-09-29,https://www.youtube.com/watch?v=hvk_XylEmLo,https://i.ytimg.com/vi/hvk_XylEmLo/hqdefault.jpg
historia-civilis,872JcpP3FEM,The City.,2026-04-18,https://www.youtube.com/watch?v=872JcpP3FEM,https://i.ytimg.com/vi/872JcpP3FEM/hqdefault.jpg
history-buffs,GyBC5IysttE,History Buffs: Narcos Season Three - Part One,2024-06-05,https://www.youtube.com/watch?v=GyBC5IysttE,https://i.ytimg.com/vi/GyBC5IysttE/hqdefault.jpg
history-buffs,CpZSPAkmXdU,History Buffs: Narcos Season Three - Part Two,2024-07-23,https://www.youtube.com/watch?v=CpZSPAkmXdU,https://i.ytimg.com/vi/CpZSPAkmXdU/hqdefault.jpg
history-buffs,PaP19zwP_zY,History Buffs: Gladiator II Impressions,2024-11-28,https://www.youtube.com/watch?v=PaP19zwP_zY,https://i.ytimg.com/vi/PaP19zwP_zY/hqdefault.jpg
history-buffs,QHLi4soI9W0,History Buffs: WARFARE Impressions,2025-04-08,https://www.youtube.com/watch?v=QHLi4soI9W0,https://i.ytimg.com/vi/QHLi4soI9W0/hqdefault.jpg
history-buffs,zPE95dGPGcg,Why Does Napoleon Have Narcolepsy in This Movie?,2026-03-09,https://www.youtube.com/watch?v=zPE95dGPGcg,https://i.ytimg.com/vi/zPE95dGPGcg/hqdefault.jpg
history-buffs,dTxvIwCx4kg,History Buffs: The Brink of War Impressions,2026-08-12,https://www.youtube.com/watch?v=dTxvIwCx4kg,https://i.ytimg.com/vi/dTxvIwCx4kg/hqdefault.jpg
history-hit,fQiIRI8Yvwg,WW2 Historians LOVE Inglourious Basterds,2026-07-20,https://www.youtube.com/watch?v=fQiIRI8Yvwg,https://i.ytimg.com/vi/fQiIRI8Yvwg/hqdefault.jpg
history-hit,HoGsd44VY34,Medieval Autopsy Reveals HORRIFIC Injuries,2026-07-27,https://www.youtube.com/watch?v=HoGsd44VY34,https://i.ytimg.com/vi/HoGsd44VY34/hqdefault.jpg
history-hit,kHjqGY4T5Gw,We Fired the Most Iconic Sniper Rifles (Over Last 100 Years),2026-08-17,https://www.youtube.com/watch?v=kHjqGY4T5Gw,https://i.ytimg.com/vi/kHjqGY4T5Gw/hqdefault.jpg
history-hit,AfWFWntyqdI,Oscar Wilde's Grandson On The Tragedy That BROKE His Family,2026-08-20,https://www.youtube.com/watch?v=AfWFWntyqdI,https://i.ytimg.com/vi/AfWFWntyqdI/hqdefault.jpg
history-hit,Aom1Pl9PSWg,Egyptian Coffins Reveal Shocking Ancient Practice,2026-08-24,https://www.youtube.com/watch?v=Aom1Pl9PSWg,https://i.ytimg.com/vi/Aom1Pl9PSWg/hqdefault.jpg
history-hit,LdOGINMFa9Y,'Pressure' Cast On Making The New D-Day Film,2026-09-07,https://www.youtube.com/watch?v=LdOGINMFa9Y,https://i.ytimg.com/vi/LdOGINMFa9Y/hqdefault.jpg
history-of-china,SjlVkt-o8vU,CHINA'S LAST EMPEROR - PUYI'S FASCINATING BIOGRAPHY,2024-06-30,https://www.youtube.com/watch?v=SjlVkt-o8vU,https://i.ytimg.com/vi/SjlVkt-o8vU/hqdefault.jpg
history-of-china,87uf6DisWLM,CHINA'S LAST EMPEROR - PUYI'S FASCINATING BIOGRAPHY (PART 2),2024-07-05,https://www.youtube.com/watch?v=87uf6DisWLM,https://i.ytimg.com/vi/87uf6DisWLM/hqdefault.jpg
history-of-china,V-5LP7BpVO0,Conquests and Purges - Emperor Hongwu's Brutal Reign,2024-09-27,https://www.youtube.com/watch?v=V-5LP7BpVO0,https://i.ytimg.com/vi/V-5LP7BpVO0/hqdefault.jpg
history-of-china,oiWUWSVUrVI,HOW WERE CHINESE EMPERORS NAMED? - CHINESE IMPERIAL TITLES EXPLAINED,2025-02-21,https://www.youtube.com/watch?v=oiWUWSVUrVI,https://i.ytimg.com/vi/oiWUWSVUrVI/hqdefault.jpg
history-of-china,-UvkuNg0GtQ,History of China - 100K Subscribers Special,2026-05-02,https://www.youtube.com/watch?v=-UvkuNg0GtQ,https://i.ytimg.com/vi/-UvkuNg0GtQ/hqdefault.jpg
history-time,FdOgoqapBnw,What Happened To The Lost Mycenaean Palace Of Nichoria? - Bronze Age Greece History Documentary,2024-01-31,https://www.youtube.com/watch?v=FdOgoqapBnw,https://i.ytimg.com/vi/FdOgoqapBnw/hqdefault.jpg
history-time,BEn6ZHtMECM,Did Civilisation Begin At Karahan Tepe? - Humanity before Göbekli Tepe // Prehistory Documentary,2024-04-19,https://www.youtube.com/watch?v=BEn6ZHtMECM,https://i.ytimg.com/vi/BEn6ZHtMECM/hqdefault.jpg
history-time,OusqE7gTUOI,The Entire History Of The Hittites / Ancient History Documentary,2024-07-31,https://www.youtube.com/watch?v=OusqE7gTUOI,https://i.ytimg.com/vi/OusqE7gTUOI/hqdefault.jpg
history-time,y7gUyZ_SZQM,SASA Virtual Conference Day 1,2026-07-19,https://www.youtube.com/watch?v=y7gUyZ_SZQM,https://i.ytimg.com/vi/y7gUyZ_SZQM/hqdefault.jpg
history-time,SaDFdjT-oMQ,SASA Virtual Conference Day 2,2026-07-20,https://www.youtube.com/watch?v=SaDFdjT-oMQ,https://i.ytimg.com/vi/SaDFdjT-oMQ/hqdefault.jpg
history-time,6M0qo5SMmRI,What Happened To The Sunken City Of Naxos?,2026-08-28,https://www.youtube.com/watch?v=6M0qo5SMmRI,https://i.ytimg.com/vi/6M0qo5SMmRI/hqdefault.jpg
inrap,MY56aok2UIE,Journées européennes de l'archéologie 2026,2026-06-05,https://www.youtube.com/watch?v=MY56aok2UIE,https://i.ytimg.com/vi/MY56aok2UIE/hqdefault.jpg
inrap,Nf09kijKmUM,La cavalerie fantôme de Gondole - Éclats d'archéo #8 (Version LSF),2026-06-29,https://www.youtube.com/watch?v=Nf09kijKmUM,https://i.ytimg.com/vi/Nf09kijKmUM/hqdefault.jpg
inrap,Y2Oimn_aUd8,2000 ans d'histoire révélée à Autun,2026-07-06,https://www.youtube.com/watch?v=Y2Oimn_aUd8,https://i.ytimg.com/vi/Y2Oimn_aUd8/hqdefault.jpg
kings-and-generals,A2amW6KR2l0,The Bizarre Insult Hurled at William the Conqueror,2026-08-31,https://www.youtube.com/watch?v=A2amW6KR2l0,https://i.ytimg.com/vi/A2amW6KR2l0/hqdefault.jpg
kings-and-generals,AKAJOrbYVS8,Alexander the Great - All Battles and Conquests EXPLAINED in 6 Hours,2026-09-06,https://www.youtube.com/watch?v=AKAJOrbYVS8,https://i.ytimg.com/vi/AKAJOrbYVS8/hqdefault.jpg
kings-and-generals,WQgxsXiP5WI,The African Kingdom Where Women Held Real Power,2026-09-07,https://www.youtube.com/watch?v=WQgxsXiP5WI,https://i.ytimg.com/vi/WQgxsXiP5WI/hqdefault.jpg
le-bizarreum,dylZTED6jmg,Histoire du croque-mort | Pompes funèbres,2021-09-04,https://www.youtube.com/watch?v=dylZTED6jmg,https://i.ytimg.com/vi/dylZTED6jmg/hqdefault.jpg
le-bizarreum,oLm1YWAIrhg,Momies de cuivre ? | Archéologie,2021-11-17,https://www.youtube.com/watch?v=oLm1YWAIrhg,https://i.ytimg.com/vi/oLm1YWAIrhg/hqdefault.jpg
le-bizarreum,WLh6MgHBw20,Petite histoire du poison 🌿,2022-01-04,https://www.youtube.com/watch?v=WLh6MgHBw20,https://i.ytimg.com/vi/WLh6MgHBw20/hqdefault.jpg
