influencer_id,video_id,title,published,url,thumbnail
scholagladiatoria,XIXh3FgL6No,Why SPEARS were WORSE in Late Medieval Warfare,2026-07-31,https://www.youtube.com/watch?v=XIXh3FgL6No,https://i.ytimg.com/vi/XIXh3FgL6No/hqdefault.jpg
scholagladiatoria,So3qp2W-uIw,"July 2026 Livestream: History, Arms, Armour and CONTEXT",2026-08-03,https://www.youtube.com/watch?v=So3qp2W-uIw,https://i.ytimg.com/vi/So3qp2W-uIw/hqdefault.jpg
scholagladiatoria,bm8IgqgfQLw,Is this the ANCIENT WEAPON that we all FORGOT? BOOMERANG!,2026-08-17,https://www.youtube.com/watch?v=bm8IgqgfQLw,https://i.ytimg.com/vi/bm8IgqgfQLw/hqdefault.jpg
scholagladiatoria,FI27roes_O4,We TESTED whether SHIELDS beat SPEAR BLOCKS!,2026-08-20,https://www.youtube.com/watch?v=FI27roes_O4,https://i.ytimg.com/vi/FI27roes_O4/hqdefault.jpg
scholagladiatoria,o8a-iESSlhY,Why would the SAMURAI reverse the lead hand on a SPEAR?,2026-08-27,https://www.youtube.com/watch?v=o8a-iESSlhY,https://i.ytimg.com/vi/o8a-iESSlhY/hqdefault.jpg
scholagladiatoria,z9nwllBSUz4,Why the reasons for wearing CLOTH over ARMOUR might SURPRISE YOU,2026-08-31,https://www.youtube.com/watch?v=z9nwllBSUz4,https://i.ytimg.com/vi/z9nwllBSUz4/hqdefault.jpg
scholagladiatoria,IzDkPD7bvxo,How this fantastic SWORD was PERFECTED and REPLACED.....WRONGLY!,2026-09-03,https://www.youtube.com/watch?v=IzDkPD7bvxo,https://i.ytimg.com/vi/IzDkPD7bvxo/hqdefault.jpg
scholagladiatoria,Kci4HBkg6Nc,Was this the ARMOUR of a FALLEN KNIGHT FROM the BATTLE OF BOSWORTH?,2026-09-07,https://www.youtube.com/watch?v=Kci4HBkg6Nc,https://i.ytimg.com/vi/Kci4HBkg6Nc/hqdefault.jpg
sekaishi-sensei,aPc8drExRc0,044ブラマンテ  #受験世界史 #定期試験 #ルネサンス,2026-08-05,https://www.youtube.com/watch?v=aPc8drExRc0,https://i.ytimg.com/vi/aPc8drExRc0/hqdefault.jpg
sekaishi-sensei,gEd3gzHl2VI,045ジョルダーノ＝ブルーノ #受験世界史 #定期試験 #織田信長 #『チ。 ―地球の運動について―』,2026-08-06,https://www.youtube.com/watch?v=gEd3gzHl2VI,https://i.ytimg.com/vi/gEd3gzHl2VI/hqdefault.jpg
sekaishi-sensei,xkkLGWAJ5Pw,046ノックス #定期試験  #受験世界史 #宗教改革 #長老派,2026-08-29,https://www.youtube.com/watch?v=xkkLGWAJ5Pw,https://i.ytimg.com/vi/xkkLGWAJ5Pw/hqdefault.jpg
sekaishi-sensei,WFiXqOy21Bo,048ホーキンズ  #定期試験  #受験世界史 #海賊 #アルマダ海戦 #奴隷商人,2026-09-05,https://www.youtube.com/watch?v=WFiXqOy21Bo,https://i.ytimg.com/vi/WFiXqOy21Bo/hqdefault.jpg
sekaishi-sensei,zONTvjFPTzU,050ボーダン（ボダン） #受験世界史 #定期試験 #王権神授説 #絶対王政,2026-09-06,https://www.youtube.com/watch?v=zONTvjFPTzU,https://i.ytimg.com/vi/zONTvjFPTzU/hqdefault.jpg
shogunate,b_ZCGMX6QnU,Opening my first packs of TIME RIFT - New history-based card game!,2025-12-25,https://www.youtube.com/watch?v=b_ZCGMX6QnU,https://i.ytimg.com/vi/b_ZCGMX6QnU/hqdefault.jpg
shogunate,7ATJf4BtzZ0,Top 5 Greatest Samurai Warriors of the Genpei War,2026-01-15,https://www.youtube.com/watch?v=7ATJf4BtzZ0,https://i.ytimg.com/vi/7ATJf4BtzZ0/hqdefault.jpg
shogunate,1eqf6xHrJmo,The Samurai Myth,2026-02-01,https://www.youtube.com/watch?v=1eqf6xHrJmo,https://i.ytimg.com/vi/1eqf6xHrJmo/hqdefault.jpg
shogunate,SxiGZdgtwM8,The Shogun Who Killed His Family,2026-02-23,https://www.youtube.com/watch?v=SxiGZdgtwM8,https://i.ytimg.com/vi/SxiGZdgtwM8/hqdefault.jpg
shogunate,hX6PQTt0CBQ,Thoughts on AI Content,2026-05-21,https://www.youtube.com/watch?v=hX6PQTt0CBQ,https://i.ytimg.com/vi/hX6PQTt0CBQ/hqdefault.jpg
shogunate,DVq2gSuXYig,History of the Samurai Blue - The Japan National Football Team (Post 2026 World Cup),2026-08-02,https://www.youtube.com/watch?v=DVq2gSuXYig,https://i.ytimg.com/vi/DVq2gSuXYig/hqdefault.jpg
shogunate,dru-GfPj7q8,"Samurai Shields: History, Usage, and Comparisons",2026-08-17,https://www.youtube.com/watch?v=dru-GfPj7q8,https://i.ytimg.com/vi/dru-GfPj7q8/hqdefault.jpg
shogunate,dJFs4JrlTHc,The Sword of Doom | Samurai Film Review,2026-09-01,https://www.youtube.com/watch?v=dJFs4JrlTHc,https://i.ytimg.com/vi/dJFs4JrlTHc/hqdefault.jpg
sleepless-historian,omSQ8EKkPqg,Welcome to Sleepless Historian,2026-08-14,https://www.youtube.com/watch?v=omSQ8EKkPqg,https://i.ytimg.com/vi/omSQ8EKkPqg/hqdefault.jpg
sleepless-historian,S9YR1i9ZJeY,"700,000 Sleepless Historians… Thank You",2026-08-23,https://www.youtube.com/watch?v=S9YR1i9ZJeY,https://i.ytimg.com/vi/S9YR1i9ZJeY/hqdefault.jpg
stefan-milo,j7auwueJXLc,First ever Denisovan artwork?,2026-01-22,https://www.youtube.com/watch?v=j7auwueJXLc,https://i.ytimg.com/vi/j7auwueJXLc/hqdefault.jpg
stefan-milo,BLHhcYFeC5A,The most important lumps of dry mud in history,2026-01-30,https://www.youtube.com/watch?v=BLHhcYFeC5A,https://i.ytimg.com/vi/BLHhcYFeC5A/hqdefault.jpg
stefan-milo,K7cCAUFh4Qk,Who was our ancestor when the dinosaurs died?,2026-02-11,https://www.youtube.com/watch?v=K7cCAUFh4Qk,https://i.ytimg.com/vi/K7cCAUFh4Qk/hqdefault.jpg
stefan-milo,DcrASyRYScM,Are they even a different species at this point?,2026-02-22,https://www.youtube.com/watch?v=DcrASyRYScM,https://i.ytimg.com/vi/DcrASyRYScM/hqdefault.jpg
stefan-milo,tjJvyo8DuNk,The hunt for the oldest 'human' genetics,2026-03-02,https://www.youtube.com/watch?v=tjJvyo8DuNk,https://i.ytimg.com/vi/tjJvyo8DuNk/hqdefault.jpg
stefan-milo,o1cyBZ8M7dE,Who are the Sentinelese really?,2026-03-29,https://www.youtube.com/watch?v=o1cyBZ8M7dE,https://i.ytimg.com/vi/o1cyBZ8M7dE/hqdefault.jpg
stefan-milo,CuSdzup05Bw,Did we kill the greatest ape ever?,2026-05-07,https://www.youtube.com/watch?v=CuSdzup05Bw,https://i.ytimg.com/vi/CuSdzup05Bw/hqdefault.jpg
stefan-milo,oJoNEYtRk7E,Europe's oldest sites are... surprisingly old.,2026-07-27,https://www.youtube.com/watch?v=oJoNEYtRk7E,https://i.ytimg.com/vi/oJoNEYtRk7E/hqdefault.jpg
storia-ditalia,j-n3UEpZnwE,L'irriducibile patriota che si arruolò a 84 anni per la Grande Guerra,2026-05-22,https://www.youtube.com/watch?v=j-n3UEpZnwE,https://i.ytimg.com/vi/j-n3UEpZnwE/hqdefault.jpg
storia-ditalia,np2gvoMu53U,Sotto il fuoco incrociato: la missione impossibile dell'artigliere Rossetti,2026-05-29,https://www.youtube.com/watch?v=np2gvoMu53U,https://i.ytimg.com/vi/np2gvoMu53U/hqdefault.jpg
storia-ditalia,6Sow2hvdM_g,Il generale napoletano che rifiutò l'offerta d'oro del Re per l'Italia,2026-06-19,https://www.youtube.com/watch?v=6Sow2hvdM_g,https://i.ytimg.com/vi/6Sow2hvdM_g/hqdefault.jpg
storia-ditalia,G2rPlb8PJXM,Un ITALIANO salva centinaia di civili nell'assedio di Cartagena del 1873,2026-07-17,https://www.youtube.com/watch?v=G2rPlb8PJXM,https://i.ytimg.com/vi/G2rPlb8PJXM/hqdefault.jpg
storia-ditalia,UpHYr4aLoU0,"La Mitragliatrice Albertini: Un ""Cannone a Salve"" di fine Ottocento",2026-07-31,https://www.youtube.com/watch?v=UpHYr4aLoU0,https://i.ytimg.com/vi/UpHYr4aLoU0/hqdefault.jpg
storia-ditalia,jiwT1wPhVaE,Il VERO fondatore dei Bersaglieri (Non è La Marmora!),2026-08-07,https://www.youtube.com/watch?v=jiwT1wPhVaE,https://i.ytimg.com/vi/jiwT1wPhVaE/hqdefault.jpg
storia-ditalia,Wt0RZkBakjw,I PEGGIORI GENERALI italiani - Ubaldo Soddu,2026-08-30,https://www.youtube.com/watch?v=Wt0RZkBakjw,https://i.ytimg.com/vi/Wt0RZkBakjw/hqdefault.jpg
storia-ditalia,fcl0m8R5dY0,L'eroe napoletano che partecipò alle campagne napoleoniche,2026-09-04,https://www.youtube.com/watch?v=fcl0m8R5dY0,https://i.ytimg.com/vi/fcl0m8R5dY0/hqdefault.jpg
study-antiquity,EkyvxbEQjjg,Lost Cities of the Classical Mayans,2024-10-14,https://www.youtube.com/watch?v=EkyvxbEQjjg,https://i.ytimg.com/vi/EkyvxbEQjjg/hqdefault.jpg
study-antiquity,0b3hfuHK2PQ,The Curse of Akkad - The Fall of an Empire,2024-11-22,https://www.youtube.com/watch?v=0b3hfuHK2PQ,https://i.ytimg.com/vi/0b3hfuHK2PQ/hqdefault.jpg
study-antiquity,SE92BG4Duvc,David Ingram and the Lost Cities of the Native North America,2025-01-19,https://www.youtube.com/watch?v=SE92BG4Duvc,https://i.ytimg.com/vi/SE92BG4Duvc/hqdefault.jpg
study-antiquity,XM7WVajUokE,The Folklore of Mythology,2025-09-20,https://www.youtube.com/watch?v=XM7WVajUokE,https://i.ytimg.com/vi/XM7WVajUokE/hqdefault.jpg
taiwan-bar,riFfbaynOyA,字音字形快問快答 EP1 你答對了幾題？！,2026-08-28,https://www.youtube.com/watch?v=riFfbaynOyA,https://i.ytimg.com/vi/riFfbaynOyA/hqdefault.jpg
taiwan-bar,1mr0ThwDJjM,這個系列大受好評！老湯真的是歐洲小霸王👑,2026-08-29,https://www.youtube.com/watch?v=1mr0ThwDJjM,https://i.ytimg.com/vi/1mr0ThwDJjM/hqdefault.jpg
taiwan-bar,Q-JuUg10378,猜一個「南美洲國家」！首都是 B 開頭......,2026-08-30,https://www.youtube.com/watch?v=Q-JuUg10378,https://i.ytimg.com/vi/Q-JuUg10378/hqdefault.jpg
taiwan-bar,RC4s1p3m7Z4,字音字形快問快答 EP2 你答對幾題ㄥ,2026-08-31,https://www.youtube.com/watch?v=RC4s1p3m7Z4,https://i.ytimg.com/vi/RC4s1p3m7Z4/hqdefault.jpg
taiwan-bar,Jnaeco2xBYI,猜國旗顏色挑戰 2 🎨🔥,2026-09-01,https://www.youtube.com/watch?v=Jnaeco2xBYI,https://i.ytimg.com/vi/Jnaeco2xBYI/hqdefault.jpg
taiwan-bar,F-sI3Hlt5sI,臺灣史快問快答,2026-09-02,https://www.youtube.com/watch?v=F-sI3Hlt5sI,https://i.ytimg.com/vi/F-sI3Hlt5sI/hqdefault.jpg
taiwan-bar,LMyjzNd7j7w,暴「殄」天物怎麼唸？你該不會還錯吧？！,2026-09-03,https://www.youtube.com/watch?v=LMyjzNd7j7w,https://i.ytimg.com/vi/LMyjzNd7j7w/hqdefault.jpg
taiwan-bar,TDIZ3dmuJmE,【臺灣歷史人物快問快答】 傳給你歷史最爛的朋友！,2026-09-04,https://www.youtube.com/watch?v=TDIZ3dmuJmE,https://i.ytimg.com/vi/TDIZ3dmuJmE/hqdefault.jpg
tasting-history,Fc0YzfTnO0Y,Feeding the US Army in WW2,2026-08-07,https://www.youtube.com/watch?v=Fc0YzfTnO0Y,https://i.ytimg.com/vi/Fc0YzfTnO0Y/hqdefault.jpg
tasting-history,GDqHEoKVqWo,Typhoid Mary's Peach Ice Cream from 1911,2026-08-09,https://www.youtube.com/watch?v=GDqHEoKVqWo,https://i.ytimg.com/vi/GDqHEoKVqWo/hqdefault.jpg
tasting-history,RMpEmMUGQQA,Eating the K-Ration of World War II,2026-08-11,https://www.youtube.com/watch?v=RMpEmMUGQQA,https://i.ytimg.com/vi/RMpEmMUGQQA/hqdefault.jpg
tasting-history,samobMt1FCo,The True Origin of the Piña Colada?,2026-08-28,https://www.youtube.com/watch?v=samobMt1FCo,https://i.ytimg.com/vi/samobMt1FCo/hqdefault.jpg
tasting-history,fK8I8b5NJHQ,Potted Meat - How to Preserve Leftovers in the 18th Century,2026-09-01,https://www.youtube.com/watch?v=fK8I8b5NJHQ,https://i.ytimg.com/vi/fK8I8b5NJHQ/hqdefault.jpg
tasting-history,JW1cIeitVxY,Potted Meat from 1747,2026-09-06,https://www.youtube.com/watch?v=JW1cIeitVxY,https://i.ytimg.com/vi/JW1cIeitVxY/hqdefault.jpg
terra-x-history,w5yGpgRF_y4,Schiffbruch - den Tod vor Augen | Terra X,2026-08-02,https://www.youtube.com/watch?v=w5yGpgRF_y4,https://i.ytimg.com/vi/w5yGpgRF_y4/hqdefault.jpg
terra-x-history,OGxPCVvVRsw,Ihr Kampf um die Gleichberechtigung im Grundgesetz | Terra X,2026-08-07,https://www.youtube.com/watch?v=OGxPCVvVRsw,https://i.ytimg.com/vi/OGxPCVvVRsw/hqdefault.jpg
terra-x-history,K937EA82y9E,"Sie riskierten ihr Leben, um Juden zu retten | Terra X",2026-08-09,https://www.youtube.com/watch?v=K937EA82y9E,https://i.ytimg.com/vi/K937EA82y9E/hqdefault.jpg
terra-x-history,nLiOMhqDvC8,Die großen Verschwörungstheorien der Geschichte | Terra X,2026-08-16,https://www.youtube.com/watch?v=nLiOMhqDvC8,https://i.ytimg.com/vi/nLiOMhqDvC8/hqdefault.jpg
terra-x-history,j45gyX11tPk,Die Eroberung des Himmels | Von den Montgolfiers bis Felix Baumgartner I Ganze Folge Terra X,2026-08-23,https://www.youtube.com/watch?v=j45gyX11tPk,https://i.ytimg.com/vi/j45gyX11tPk/hqdefault.jpg
terra-x-history,EBRs8TLioWY,Selling Hitler: Das Millionengeschäft mit NS-Relikten,2026-08-30,https://www.youtube.com/watch?v=EBRs8TLioWY,https://i.ytimg.com/vi/EBRs8TLioWY/hqdefault.jpg
terra-x-history,EBawCc6JBIM,„Floß der Medusa“: Das ist die Geschichte dahinter | Terra X,2026-09-04,https://www.youtube.com/watch?v=EBawCc6JBIM,https://i.ytimg.com/vi/EBawCc6JBIM/hqdefault.jpg
terra-x-history,P_6ejWOG6zs,Zölibat - seit wann gilt das Heiratsverbot? Terra X,2026-09-06,https://www.youtube.com/watch?v=P_6ejWOG6zs,https://i.ytimg.com/vi/P_6ejWOG6zs/hqdefault.jpg
time-team,G2O8z-LLLDU,"Get in, we’re talking geophysics!",2026-08-27,https://www.youtube.com/watch?v=G2O8z-LLLDU,https://i.ytimg.com/vi/G2O8z-LLLDU/hqdefault.jpg
time-team,pei0LO3o9qs,Can this discovery help us find a date for our mystery structure?,2026-08-29,https://www.youtube.com/watch?v=pei0LO3o9qs,https://i.ytimg.com/vi/pei0LO3o9qs/hqdefault.jpg
time-team,bCyuOLNm4Dw,Do You Want To Join Us On A Dig?,2026-09-01,https://www.youtube.com/watch?v=bCyuOLNm4Dw,https://i.ytimg.com/vi/bCyuOLNm4Dw/hqdefault.jpg
time-team,2cpLMFIclbs,📹️NEW DIG INCOMING,2026-09-05,https://www.youtube.com/watch?v=2cpLMFIclbs,https://i.ytimg.com/vi/2cpLMFIclbs/hqdefault.jpg
time-team,xPbaCyZW0VU,Could this be where Time Team digs next?,2026-09-05,https://www.youtube.com/watch?v=xPbaCyZW0VU,https://i.ytimg.com/vi/xPbaCyZW0VU/hqdefault.jpg
time-team,SPCEbdXf7uM,Our latest X-Crew dig has begun!,2026-09-06,https://www.youtube.com/watch?v=SPCEbdXf7uM,https://i.ytimg.com/vi/SPCEbdXf7uM/hqdefault.jpg
time-team,0iFvyhcqzN8,Kielder Forest - Dig Diary - Day 1 preview!,2026-09-07,https://www.youtube.com/watch?v=0iFvyhcqzN8,https://i.ytimg.com/vi/0iFvyhcqzN8/hqdefault.jpg
time-team,eqGx3uvllko,Midges attack our Time Team X-Crew at our new dig!,2026-09-07,https://www.youtube.com/watch?v=eqGx3uvllko,https://i.ytimg.com/vi/eqGx3uvllko/hqdefault.jpg
time-team-classics,lKE84A50jpc,The Secrets of High Arkel Hall - Uncovering Civil War Siege Mysteries | Time Team - S9 E8,2026-08-17,https://www.youtube.com/watch?v=lKE84A50jpc,https://i.ytimg.com/vi/lKE84A50jpc/hqdefault.jpg
time-team-classics,RZ0j_cCqeOs,"3,000 Years of Mystery: Human Bones and Rituals Unearthed in Derbyshire Cave | Time Team - S10 E3",2026-08-19,https://www.youtube.com/watch?v=RZ0j_cCqeOs,https://i.ytimg.com/vi/RZ0j_cCqeOs/hqdefault.jpg
time-team-classics,QtkJg_wjQVk,Unearthing King Alfred's Lost Fortress - Saxon Secrets Revealed! | Time Team - S10 E8,2026-08-24,https://www.youtube.com/watch?v=QtkJg_wjQVk,https://i.ytimg.com/vi/QtkJg_wjQVk/hqdefault.jpg
time-team-classics,FEwMGVTEXNo,Castle Episodes Marathon (Full Episodes) | Time Team Classics,2026-08-25,https://www.youtube.com/watch?v=FEwMGVTEXNo,https://i.ytimg.com/vi/FEwMGVTEXNo/hqdefault.jpg
time-team-classics,p2StOno6JpE,Secrets of Scotland's Lost Bronze Age Cemetery Revealed | Time Team - S10 E10,2026-08-26,https://www.youtube.com/watch?v=p2StOno6JpE,https://i.ytimg.com/vi/p2StOno6JpE/hqdefault.jpg
time-team-classics,s4Gonl6y3uo,Uncovering a Lost Roman Village in Northern England - Archaeology Mystery | Time Team - S10 E12,2026-09-02,https://www.youtube.com/watch?v=s4Gonl6y3uo,https://i.ytimg.com/vi/s4Gonl6y3uo/hqdefault.jpg
time-team-classics,ST4ZhtQ9U5U,"Keeping up with the Georgians (Full Episode) | S15 EP7 | Time Team (Hunstrete, Somerset)",2026-09-06,https://www.youtube.com/watch?v=ST4ZhtQ9U5U,https://i.ytimg.com/vi/ST4ZhtQ9U5U/hqdefault.jpg
time-team-classics,BgVewdM-BOQ,Unearthing the Lost Anglo-Saxon Cemetery - Warrior Women & Ancient Secrets | Time Team - S11 E4,2026-09-07,https://www.youtube.com/watch?v=BgVewdM-BOQ,https://i.ytimg.com/vi/BgVewdM-BOQ/hqdefault.jpg
toldinstone,RI6FpTWMds0,Comparing US Presidents and Roman Emperors,2026-04-07,https://www.youtube.com/watch?v=RI6FpTWMds0,https://i.ytimg.com/vi/RI6FpTWMds0/hqdefault.jpg
toldinstone,G3hb5cwDono,5 Incredible Roman Ruins (that can't be excavated),2026-05-01,https://www.youtube.com/watch?v=G3hb5cwDono,https://i.ytimg.com/vi/G3hb5cwDono/hqdefault.jpg
toldinstone,lGrKgew07IE,Historical Treasures that were Lost TWICE,2026-05-15,https://www.youtube.com/watch?v=lGrKgew07IE,https://i.ytimg.com/vi/lGrKgew07IE/hqdefault.jpg
toldinstone,0cbTUvIu298,How a Forged Roman Book Remade Christianity,2026-05-29,https://www.youtube.com/watch?v=0cbTUvIu298,https://i.ytimg.com/vi/0cbTUvIu298/hqdefault.jpg
toldinstone,XZ85zOf0EQU,The Most Controversial Ancient Philosophy,2026-08-04,https://www.youtube.com/watch?v=XZ85zOf0EQU,https://i.ytimg.com/vi/XZ85zOf0EQU/hqdefault.jpg
toldinstone,O5jyzM9oG6E,The Ancient Person We Know Most About,2026-08-28,https://www.youtube.com/watch?v=O5jyzM9oG6E,https://i.ytimg.com/vi/O5jyzM9oG6E/hqdefault.jpg
voices-of-the-past,D6a66ERGWVI,@ArtandContext - A New Channel From The Editor Of Voices of the Past,2023-11-21,https://www.youtube.com/watch?v=D6a66ERGWVI,https://i.ytimg.com/vi/D6a66ERGWVI/hqdefault.jpg
voices-of-the-past,gQvtkGdkqXI,5 First Hand Accounts of the Worst Military Disasters in History,2023-12-09,https://www.youtube.com/watch?v=gQvtkGdkqXI,https://i.ytimg.com/vi/gQvtkGdkqXI/hqdefault.jpg
voices-of-the-past,IgVnLI-4GGc,Ancient Soldier Gives Epic First-Hand Account of Ancient Warfare,2023-12-22,https://www.youtube.com/watch?v=IgVnLI-4GGc,https://i.ytimg.com/vi/IgVnLI-4GGc/hqdefault.jpg
voices-of-the-past,WZ_Z8WFCLzE,Last Samurai Describes Final Days of Old Japan,2024-02-29,https://www.youtube.com/watch?v=WZ_Z8WFCLzE,https://i.ytimg.com/vi/WZ_Z8WFCLzE/hqdefault.jpg
voices-of-the-past,iq66D8BpJqQ,4 First-Hand Accounts of Civilizations Being Wiped Out,2024-04-30,https://www.youtube.com/watch?v=iq66D8BpJqQ,https://i.ytimg.com/vi/iq66D8BpJqQ/hqdefault.jpg
voices-of-the-past,-h7E6PwktWY,5 Terrified Real Reactions To Seeing New Weapons For The First Time,2024-08-31,https://www.youtube.com/watch?v=-h7E6PwktWY,https://i.ytimg.com/vi/-h7E6PwktWY/hqdefault.jpg
voices-of-the-past,lSXEd6t7n6A,5 Wildest Predictions for the 21st Century from History,2025-05-30,https://www.youtube.com/watch?v=lSXEd6t7n6A,https://i.ytimg.com/vi/lSXEd6t7n6A/hqdefault.jpg
weird-medieval-guys,gX8avhOaYyQ,The Norman Conquest episode III: The Thunderbolt of the North,2025-11-24,https://www.youtube.com/watch?v=gX8avhOaYyQ,https://i.ytimg.com/vi/gX8avhOaYyQ/hqdefault.jpg
weird-medieval-guys,_nSstGpibPY,The Norman Conquest part IV: The Bastard of Normandy,2025-12-09,https://www.youtube.com/watch?v=_nSstGpibPY,https://i.ytimg.com/vi/_nSstGpibPY/hqdefault.jpg
weird-medieval-guys,0QV6ZigkjvA,The Norman Conquest episode V: The Lake of Blood,2026-01-19,https://www.youtube.com/watch?v=0QV6ZigkjvA,https://i.ytimg.com/vi/0QV6ZigkjvA/hqdefault.jpg
weird-medieval-guys,-N1-EmQiai4,Weird medieval mailbag #3,2026-02-02,https://www.youtube.com/watch?v=-N1-EmQiai4,https://i.ytimg.com/vi/-N1-EmQiai4/hqdefault.jpg
weird-medieval-guys,_18XM15qLIY,Medieval drinking culture,2026-02-03,https://www.youtube.com/watch?v=_18XM15qLIY,https://i.ytimg.com/vi/_18XM15qLIY/hqdefault.jpg
weird-medieval-guys,wkd2oeYeeVs,Reviewing Medieval Movies,2026-05-28,https://www.youtube.com/watch?v=wkd2oeYeeVs,https://i.ytimg.com/vi/wkd2oeYeeVs/hqdefault.jpg
welsh-viking,MQt1MO7cYFs,Enough with AI history!,2026-03-19,https://www.youtube.com/watch?v=MQt1MO7cYFs,https://i.ytimg.com/vi/MQt1MO7cYFs/hqdefault.jpg
welsh-viking,HYKUHr__nuI,Head over to https://cherrypick.gg/WelshViking26 to download June's Journey for free!,2026-04-14,https://www.youtube.com/watch?v=HYKUHr__nuI,https://i.ytimg.com/vi/HYKUHr__nuI/hqdefault.jpg
welsh-viking,Z84GZ16j_6o,Chernobyl 40th anniversary #history #chernobyl #cymru #wales,2026-04-26,https://www.youtube.com/watch?v=Z84GZ16j_6o,https://i.ytimg.com/vi/Z84GZ16j_6o/hqdefault.jpg
welsh-viking,IP3x9O96Q2k,Festival Camping Tips From a Reenactor (There Will Be Mud),2026-05-13,https://www.youtube.com/watch?v=IP3x9O96Q2k,https://i.ytimg.com/vi/IP3x9O96Q2k/hqdefault.jpg
welsh-viking,X1VpRzLWJh0,I Made an 18th Century Smock For a Hobbit LARP,2026-05-23,https://www.youtube.com/watch?v=X1VpRzLWJh0,https://i.ytimg.com/vi/X1VpRzLWJh0/hqdefault.jpg
welsh-viking,F2D3R9CWULg,"You Really, Really Don't Need Generative AI",2026-07-12,https://www.youtube.com/watch?v=F2D3R9CWULg,https://i.ytimg.com/vi/F2D3R9CWULg/hqdefault.jpg
welsh-viking,rASvF2AH49k,The Uprising: Another Boring Grey Medieval Movie,2026-08-10,https://www.youtube.com/watch?v=rASvF2AH49k,https://i.ytimg.com/vi/rASvF2AH49k/hqdefault.jpg
welsh-viking,a7B1vfQGUE4,Stop Making Bland History Movies,2026-09-05,https://www.youtube.com/watch?v=a7B1vfQGUE4,https://i.ytimg.com/vi/a7B1vfQGUE4/hqdefault.jpg
